Kod Sekolah,Bil,Peringkat Sekolah,PPD,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Alamat
CEA8018,2664,Menengah,PPD ROMPIN,SMK KERATONG,JALAN SEKOLAH,26900,BANDAR TUN  RAZAK,PAHANG,94457434,94455973,,,,,"SMK KERATONG, JALAN SEKOLAH, 26900, BANDAR TUN  RAZAK, PAHANG"
CEA8019,2665,Menengah,PPD ROMPIN,SMK TANJUNG GEMOK,KAMPUNG TANJUNG GEMOK,26820,KUALA ROMPIN,PAHANG,94132640,94131749,,,,,"SMK TANJUNG GEMOK, KAMPUNG TANJUNG GEMOK, 26820, KUALA ROMPIN, PAHANG"
CEA8020,2666,Menengah,PPD ROMPIN,SMK PERWIRA JAYA,WAKIL POS SELANCAR 02, FELDA SELANCAR 02,26700,MUADZAM SHAH,PAHANG,94381109,94381109,,,,"SMK PERWIRA JAYA, WAKIL POS SELANCAR 02,  FELDA SELANCAR 02, 26700, MUADZAM SHAH"
CEA8021,2667,Menengah,PPD ROMPIN,SMK PERANTAU DAMAI,FELDA KERATONG 10,26700,MUADZAM SHAH,PAHANG,94431690,94431295,,,,,"SMK PERANTAU DAMAI, FELDA KERATONG 10, 26700, MUADZAM SHAH, PAHANG"
CEA8022,2668,Menengah,PPD ROMPIN,SMK TEKEK,KG. TEKEK, PULAU TIOMAN,26800,KUALA ROMPIN,PAHANG,94191129,94191378,,,,"SMK TEKEK, KG. TEKEK,  PULAU TIOMAN, 26800, KUALA ROMPIN"
CEA8023,2669,Menengah,PPD ROMPIN,SMK CHANIS,JALAN SIMPANG CHANIS,26700,MUADZAM SHAH,PAHANG,94471015,94471501,,,,,"SMK CHANIS, JALAN SIMPANG CHANIS, 26700, MUADZAM SHAH, PAHANG"
CEA8024,2670,Menengah,PPD ROMPIN,SMK BANDAR TUN RAZAK,JALAN SEKOLAH  FELDA KERATONG 4,26900,BANDAR TUN RAZAK,PAHANG,94456551,94455649,,,,,"SMK BANDAR TUN RAZAK, JALAN SEKOLAH  FELDA KERATONG 4, 26900, BANDAR TUN RAZAK, PAHANG"
CEA8025,2671,Menengah,PPD ROMPIN,SMK SERI ROMPIN,KM 20 JLN ROMPIN-PEKAN,26810,KUALA ROMPIN,PAHANG,94120018,94120017,,,,,"SMK SERI ROMPIN, KM 20 JLN ROMPIN-PEKAN, 26810, KUALA ROMPIN, PAHANG"
CEA8026,2672,Menengah,PPD ROMPIN,SMK MUADZAM JAYA,JALAN SEKOLAH AGAMA,26700,MUADZAM SHAH,PAHANG,94501121,94501121,,,,,"SMK MUADZAM JAYA, JALAN SEKOLAH AGAMA, 26700, MUADZAM SHAH, PAHANG"
CEA8027,2673,Menengah,PPD ROMPIN,SMK SELANCAR,JALAN SELANCAR 6,26700,MUADZAM SHAH,PAHANG,94371357,94371357,,,,,"SMK SELANCAR, JALAN SELANCAR 6, 26700, MUADZAM SHAH, PAHANG"
CEA8028,2674,Menengah,PPD ROMPIN,SMK SUNGAI PUTERI,KM 6, JALAN SABAK,26800,KUALA ROMPIN,PAHANG,94143032,94143031,,,,"SMK SUNGAI PUTERI, KM 6,  JALAN SABAK, 26800, KUALA ROMPIN"
CEA8029,2675,Menengah,PPD ROMPIN,SMK SELENDANG,JALAN SEKOLAH SELENDANG 1,26800,KUALA ROMPIN,PAHANG,94140071,94140072,,,,,"SMK SELENDANG, JALAN SEKOLAH SELENDANG 1, 26800, KUALA ROMPIN, PAHANG"
CEA8030,2676,Menengah,PPD ROMPIN,SMK PONTIAN JAYA,KG.PARIT,PONTIAN,,26800,KUALA ROMPIN,PAHANG,94140041,94140042,,,"SMK PONTIAN JAYA, KG.PARIT, PONTIAN, 26800"
CEA8031,2677,Menengah,PPD ROMPIN,SMK ROMPIN PERMAI,JALAN PANTAI HIBURAN, KUALA ROMPIN,26800,ROMPIN,PAHANG,94141273,94141280,,,,"SMK ROMPIN PERMAI, JALAN PANTAI HIBURAN,  KUALA ROMPIN, 26800, ROMPIN"
CEA9059,2678,Menengah,PPD MARAN,SMK MARAN,JALAN BERKAT,26500,MARAN,PAHANG,94771243,94773904,,,,,"SMK MARAN, JALAN BERKAT, 26500, MARAN, PAHANG"
CEA9060,2679,Menengah,PPD MARAN,SM TENGKU AMPUAN AFZAN,CHENOR,28100,CHENOR,PAHANG,92995373,92996173,,,,,"SM TENGKU AMPUAN AFZAN, CHENOR, 28100, CHENOR, PAHANG"
CEA9114,2680,Menengah,PPD MARAN,SMK (LKTP) JENGKA 2,FELDA CEMPAKA JENGKA 2,26430,BANDAR JENGKA,PAHANG,94674325,94674188,,,,,"SMK (LKTP) JENGKA 2, FELDA CEMPAKA JENGKA 2, 26430, BANDAR JENGKA, PAHANG"
CEA9116,2681,Menengah,PPD MARAN,SMK (LKTP) KAMPUNG AWAH,FELDA KAMPUNG AWAH (LKTP),28030,TEMERLOH,PAHANG,92987229,92986745,,,,,"SMK (LKTP) KAMPUNG AWAH, FELDA KAMPUNG AWAH (LKTP), 28030, TEMERLOH, PAHANG"
CEA9133,2682,Menengah,PPD MARAN,SMK (LKTP) JENGKA 6,FELDA JENGKA 6,26410,BANDAR JENGKA,PAHANG,94764446,94764446,,,,,"SMK (LKTP) JENGKA 6, FELDA JENGKA 6, 26410, BANDAR JENGKA, PAHANG"
CEA9157,2683,Menengah,PPD MARAN,SMK JENGKA PUSAT,BANDAR JENGKA,26400,BANDAR JENGKA,PAHANG,94677581,94677580,,,,,"SMK JENGKA PUSAT, BANDAR JENGKA, 26400, BANDAR JENGKA, PAHANG"
CEA9158,2684,Menengah,PPD MARAN,SMK (LKTP) JENGKA 10,FELDA JENGKA 10,26400,BANDAR JENGKA,PAHANG,94663320,94663610,,,,,"SMK (LKTP) JENGKA 10, FELDA JENGKA 10, 26400, BANDAR JENGKA, PAHANG"
CEA9160,2685,Menengah,PPD MARAN,SMK (LKTP) JENGKA 18,FELDA JENGKA 18,26400,BANDAR JENGKA,PAHANG,94852712,94851724,,,,,"SMK (LKTP) JENGKA 18, FELDA JENGKA 18, 26400, BANDAR JENGKA, PAHANG"
CEA9161,2686,Menengah,PPD MARAN,SMK (LKTP) JENGKA 21,FELDA JENGKA 21,26400,BANDAR JENGKA,PAHANG,94862325,94862325,,,,,"SMK (LKTP) JENGKA 21, FELDA JENGKA 21, 26400, BANDAR JENGKA, PAHANG"
CEA9162,2687,Menengah,PPD MARAN,SMK JENGKA PUSAT 2,LINTASAN SEMARAK,26400,BANDAR TUN ABDUL RAZAK JE,PAHANG,94663168,94664658,,,,,"SMK JENGKA PUSAT 2, LINTASAN SEMARAK, 26400, BANDAR TUN ABDUL RAZAK JE, PAHANG"
CEA9163,2688,Menengah,PPD MARAN,SMK SERI JENGKA,PEKAN TAJAU,26500,MARAN,PAHANG,94771671,94772007,,,,,"SMK SERI JENGKA, PEKAN TAJAU, 26500, MARAN, PAHANG"
CEA9164,2689,Menengah,PPD MARAN,SMK MARAN 2,JALAN MARAN KUANTAN,26500,MARAN,PAHANG,94771136,94771136,,,,,"SMK MARAN 2, JALAN MARAN KUANTAN, 26500, MARAN, PAHANG"
CEA9165,2690,Menengah,PPD MARAN,SMK (LKTP) JENGKA 16,FELDA SENA JENGKA 16, JALAN UTAMA,26400,BANDAR JENGKA,PAHANG,94663789,94661466,,,,"SMK (LKTP) JENGKA 16, FELDA SENA JENGKA 16,  JALAN UTAMA, 26400, BANDAR JENGKA"
CEA9166,2691,Menengah,PPD MARAN,SMK JENGKA 12,FELDA JENGKA 12,26400,BANDAR JENGKA,PAHANG,94864312,94863764,,,,,"SMK JENGKA 12, FELDA JENGKA 12, 26400, BANDAR JENGKA, PAHANG"
CEA9167,2692,Menengah,PPD MARAN,SMK SRI JAYA,JALAN BELIMBING,26020,MARAN,PAHANG,94789223,94789223,,,,,"SMK SRI JAYA, JALAN BELIMBING, 26020, MARAN, PAHANG"
CEA9168,2693,Menengah,PPD MARAN,SMK DESA JAYA,JALAN HOSPITAL, BANDAR TUN ABDUL RAZAK JENGKA,26400,BANDAR TUN ABDUL RAZAK JE,PAHANG,94676897,94676897,,,,"SMK DESA JAYA, JALAN HOSPITAL,  BANDAR TUN ABDUL RAZAK JENGKA, 26400, BANDAR TUN ABDUL RAZAK JE"
CEA9169,2694,Menengah,PPD MARAN,SMK CEDUNG JAYA,JALAN TAMAN SERI KERAMAT,26500,MARAN,PAHANG,94771577,94771576,,,,,"SMK CEDUNG JAYA, JALAN TAMAN SERI KERAMAT, 26500, MARAN, PAHANG"
CEAA061,2695,Menengah,PPD BERA,SMK BERA,BANDAR 32,28300,TRIANG,PAHANG,92461502,92461502,,,,,"SMK BERA, BANDAR 32, 28300, TRIANG, PAHANG"
CEAA062,2696,Menengah,PPD BERA,SMK MENGKARAK,KAMPUNG MENGKARAK,28200,BANDAR BERA,PAHANG,92552215,92552258,,,,,"SMK MENGKARAK, KAMPUNG MENGKARAK, 28200, BANDAR BERA, PAHANG"
CEAA115,2697,Menengah,PPD BERA,SMK BUKIT MENDI,FELDA BUKIT MENDI,28320,TRIANG,PAHANG,92459514,92457522,,,,,"SMK BUKIT MENDI, FELDA BUKIT MENDI, 28320, TRIANG, PAHANG"
CEAA156,2698,Menengah,PPD BERA,SMK (FELDA) PURUN,FELDA PURUN,28330,TRIANG,PAHANG,92481997,92481997,,,,,"SMK (FELDA) PURUN, FELDA PURUN, 28330, TRIANG, PAHANG"
CEAA159,2699,Menengah,PPD BERA,SMK KEMAYAN,KEMAYAN,28380,KEMAYAN,PAHANG,92408501,92408475,,,,,"SMK KEMAYAN, KEMAYAN, 28380, KEMAYAN, PAHANG"
CEAA161,2700,Menengah,PPD BERA,SMK BANDAR KERAYONG,JALAN TEMERLOH,28200,BERA,PAHANG,92506881,92506881,,,,,"SMK BANDAR KERAYONG, JALAN TEMERLOH, 28200, BERA, PAHANG"
CEAA162,2701,Menengah,PPD BERA,SMK TEMBANGAU,FELDA TEMBANGAU,28380,KEMAYAN,PAHANG,64683860,64683860,,,,,"SMK TEMBANGAU, FELDA TEMBANGAU, 28380, KEMAYAN, PAHANG"
CEAA163,2702,Menengah,PPD BERA,SMK SERI BERA,KG. KERAYONG,28200,BANDAR BERA,PAHANG,92505378,92505801,,,,,"SMK SERI BERA, KG. KERAYONG, 28200, BANDAR BERA, PAHANG"
CEAA164,2703,Menengah,PPD BERA,SMK TRIANG 3,FELDA TRIANG 3,28300,TRIANG,PAHANG,92469923,92469921,,,,,"SMK TRIANG 3, FELDA TRIANG 3, 28300, TRIANG, PAHANG"
CEB0017,2704,Menengah,PPD BENTONG,SMK TELEMONG,KAMPUNG TELEMONG,28620,KARAK,PAHANG,92399788,92399788,,,,,"SMK TELEMONG, KAMPUNG TELEMONG, 28620, KARAK, PAHANG"
CEB0019,2705,Menengah,PPD BENTONG,SMK KETARI,JALAN KUALA LUMPUR,28700,BENTONG,PAHANG,92221278,92235571,,,,,"SMK KETARI, JALAN KUALA LUMPUR, 28700, BENTONG, PAHANG"
CEB0020,2706,Menengah,PPD BENTONG,SMK KATHOLIK,D/A SMK KATHOLIK,JALAN KETARI,28700,BENTONG,PAHANG,92221505,92221505,,,,"SMK KATHOLIK, D/A SMK KATHOLIK, JALAN KETARI, 28700, BENTONG"
CEB0021,2707,Menengah,PPD BENTONG,SMK KHAI MUN,PETI SURAT 18 , CHAMANG BARU,28700,BENTONG,PAHANG,92221137,92223439,,,,"SMK KHAI MUN, PETI SURAT 18 ,  CHAMANG BARU, 28700, BENTONG"
CEB1003,2708,Menengah,PPD CAMERON HIGHLANDS,SMK SULTAN AHMAD SHAH,PERSIARAN DAYANG ENDAH, TANAH RATA,39000,CAMERON HIGHLANDS,PAHANG,54911018,54914922,,,,"SMK SULTAN AHMAD SHAH, PERSIARAN DAYANG ENDAH,  TANAH RATA, 39000, CAMERON HIGHLANDS"
CEB3038,2709,Menengah,PPD LIPIS,SMK SETIA WANGSA,KM4, JALAN LIPIS/BENTA,27200,KUALA LIPIS,PAHANG,93101221,93101220,,,,"SMK SETIA WANGSA, KM4,  JALAN LIPIS/BENTA, 27200, KUALA LIPIS"
CEB3039,2710,Menengah,PPD LIPIS,SMK CHUNG HWA,JALAN DATO' MAHMUD SG.KERPAN,27200,KUALA LIPIS,PAHANG,93121458,93121458,,,,,"SMK CHUNG HWA, JALAN DATO' MAHMUD SG.KERPAN, 27200, KUALA LIPIS, PAHANG"
CEB4032,2711,Menengah,PPD KUANTAN,SMK  SULTAN ABU BAKAR,JALAN BESERAH,25300,KUANTAN,PAHANG,95665759,95685627,,,,,"SMK  SULTAN ABU BAKAR, JALAN BESERAH, 25300, KUANTAN, PAHANG"
CEB4033,2712,Menengah,PPD KUANTAN,SMK ST THOMAS,JALAN BESERAH,25300,KUANTAN,PAHANG,95687006,95687820,,,,,"SMK ST THOMAS, JALAN BESERAH, 25300, KUANTAN, PAHANG"
CEB4034,2713,Menengah,PPD KUANTAN,SMK (P) METHODIST,JALAN GAMBUT,25000,KUANTAN,PAHANG,95131989,95133469,,,,,"SMK (P) METHODIST, JALAN GAMBUT, 25000, KUANTAN, PAHANG"
CEB4035,2714,Menengah,PPD KUANTAN,SMK AIR PUTIH,JALAN AIR PUTIH,25300,KUANTAN,PAHANG,95661092,95671241,,,,,"SMK AIR PUTIH, JALAN AIR PUTIH, 25300, KUANTAN, PAHANG"
CEB4036,2715,Menengah,PPD KUANTAN,SMK TANAH PUTEH,JALAN TANAH PUTIH,25100,KUANTAN,PAHANG,95131182,95149796,,,,,"SMK TANAH PUTEH, JALAN TANAH PUTIH, 25100, KUANTAN, PAHANG"
CEB4040,2716,Menengah,PPD KUANTAN,SMK SERI MAHKOTA,KM 16, JLN  GAMBANG,25150,KUANTAN,PAHANG,95381461,95397159,,,,"SMK SERI MAHKOTA, KM 16,  JLN  GAMBANG, 25150, KUANTAN"
CEB4069,2717,Menengah,PPD KUANTAN,SMK TENGKU AFZAN,ALOR AKAR,25050,KUANTAN,PAHANG,95664752,95681605,,,,,"SMK TENGKU AFZAN, ALOR AKAR, 25050, KUANTAN, PAHANG"
CEB6026,2718,Menengah,PPD RAUB,SMK MAHMUD,JALAN TRAS,27600,RAUB,PAHANG,93551046,93559457,,,,,"SMK MAHMUD, JALAN TRAS, 27600, RAUB, PAHANG"
CEB6027,2719,Menengah,PPD RAUB,SMK DATO SHAHBANDAR HUSSAIN,JALAN CHEROH,27600,RAUB,PAHANG,93551477,93551477,,,,,"SMK DATO SHAHBANDAR HUSSAIN, JALAN CHEROH, 27600, RAUB, PAHANG"
CEB6028,2720,Menengah,PPD RAUB,SMK (P) METHODIST,JALAN CHEROH,27600,RAUB,PAHANG,93551512,93551512,,,,,"SMK (P) METHODIST, JALAN CHEROH, 27600, RAUB, PAHANG"
CEB6029,2721,Menengah,PPD RAUB,SMK CHUNG CHING,JALAN PEKELILING,27600,RAUB,PAHANG,93501120,93501122,,,,,"SMK CHUNG CHING, JALAN PEKELILING, 27600, RAUB, PAHANG"
CEB6030,2722,Menengah,PPD RAUB,SMK SUNGAI RUAN,SUNGAI RUAN,27500,RAUB,PAHANG,93686227,93687033,,,,,"SMK SUNGAI RUAN, SUNGAI RUAN, 27500, RAUB, PAHANG"
CEB7068,2723,Menengah,PPD TEMERLOH,SMK ABU BAKAR,JALAN TEMERLOH-MENTAKAB,28000,TEMERLOH,PAHANG,92961260,92967450,,,,,"SMK ABU BAKAR, JALAN TEMERLOH-MENTAKAB, 28000, TEMERLOH, PAHANG"
CEB7069,2724,Menengah,PPD TEMERLOH,SMK SERI BAHAGIA,JALAN BAHAGIA,28000,TEMERLOH,PAHANG,92967488,92961488,,,,,"SMK SERI BAHAGIA, JALAN BAHAGIA, 28000, TEMERLOH, PAHANG"
CEB7071,2725,Menengah,PPD TEMERLOH,SMK HWA LIAN,JALAN KARAK,28400,MENTAKAB,PAHANG,92771146,92701148,,,,,"SMK HWA LIAN, JALAN KARAK, 28400, MENTAKAB, PAHANG"
CEBA072,2726,Menengah,PPD BERA,SMK TRIANG,,28300,TRIANG,PAHANG,92507351,92506935,,,,,"SMK TRIANG, 28300, TRIANG, PAHANG"
CEE0016,2727,Menengah,PPD BENTONG,SMK KARAK,JALAN BESAR KARAK,28600,KARAK,PAHANG,92312770,92313669,,,,,"SMK KARAK, JALAN BESAR KARAK, 28600, KARAK, PAHANG"
CEE0018,2728,Menengah,PPD BENTONG,SMK SULAIMAN,KM 4, JALAN KUALA LUMPUR,28700,BENTONG,PAHANG,92221046,92220200,,,,"SMK SULAIMAN, KM 4,  JALAN KUALA LUMPUR, 28700, BENTONG"
CEE2032,2729,Menengah,PPD JERANTUT,SMK JERANTUT,,27000,JERANTUT,PAHANG,92662255,92662879,,,,,"SMK JERANTUT, 27000, JERANTUT, PAHANG"
CEE3033,2730,Menengah,PPD LIPIS,SMK PANGLIMA GARANG ABDUL SAMAD,BUDU,27310,BENTA,PAHANG,93124437,93124437,,,,,"SMK PANGLIMA GARANG ABDUL SAMAD, BUDU, 27310, BENTA, PAHANG"
CEE3037,2731,Menengah,PPD LIPIS,SMK CLIFFORD,KM 1 JALAN LIPIS-RAUB,27200,KUALA LIPIS,PAHANG,93101242,93101241,,,,,"SMK CLIFFORD, KM 1 JALAN LIPIS-RAUB, 27200, KUALA LIPIS, PAHANG"
CEE4039,2732,Menengah,PPD KUANTAN,SMK SUNGAI LEMBING,KM 0.1, SG LEMBING,26200,SUNGAI LEMBING,PAHANG,95411334,95412259,,,,"SMK SUNGAI LEMBING, KM 0.1,  SG LEMBING, 26200, SUNGAI LEMBING"
CEE4070,2733,Menengah,PPD KUANTAN,SM (SAINS) SULTAN HJ AHMAD SHAH,KM 12 JLN GAMBANG,25150,KUANTAN,PAHANG,95381223,95384407,,,,,"SM (SAINS) SULTAN HJ AHMAD SHAH, KM 12 JLN GAMBANG, 25150, KUANTAN, PAHANG"
CEE5062,2734,Menengah,PPD PEKAN,SMK AHMAD,JALAN ROMPIN LAMA,26600,PEKAN,PAHANG,94221252,94226121,,,,,"SMK AHMAD, JALAN ROMPIN LAMA, 26600, PEKAN, PAHANG"
CEE7070,2735,Menengah,PPD TEMERLOH,SMK MENTAKAB,JALAN PEKELILING,28400,MENTAKAB,PAHANG,92771155,92772535,,,,,"SMK MENTAKAB, JALAN PEKELILING, 28400, MENTAKAB, PAHANG"
CFT2001,2736,Menengah,PPD JERANTUT,SMA KOTA GELANGGI 3,FELDA KOTA GELANGGI 3,27000,JERANTUT,PAHANG,09-2051555,09-2051555,,,,,"SMA KOTA GELANGGI 3, FELDA KOTA GELANGGI 3, 27000, JERANTUT, PAHANG"
CFT2002,2737,Menengah,PPD JERANTUT,SEKOLAH AGAMA MAAHAD TAHFIZ WA TA'LIMIL AL-QURAN,KM 7, KAMPUNG SUNGAI BADAK,  JALAN BENTA,27000,JERANTUT,PAHANG,6092666925,TIADA,,,"SEKOLAH AGAMA MAAHAD TAHFIZ WA TA'LIMIL AL-QURAN, KM 7,  KAMPUNG SUNGAI BADAK,   JALAN BENTA, 27000"
CFT3001,2738,Menengah,PPD LIPIS,SMA AL-ITTIHADIAH,KG. RELAI KERAMBIT,27200,KUALA LIPIS,PAHANG,93129537,93129055,,,,,"SMA AL-ITTIHADIAH, KG. RELAI KERAMBIT, 27200, KUALA LIPIS, PAHANG"
CFT4001,2739,Menengah,PPD KUANTAN,SM AGAMA AL MAARIF,FELDA BUKIT GOH,26050,KUANTAN,PAHANG,95476151,95476170,,,,,"SM AGAMA AL MAARIF, FELDA BUKIT GOH, 26050, KUANTAN, PAHANG"
CFT4002,2740,Menengah,PPD KUANTAN,MAAHAD TAHFIZ DARUL ULUM AL-BASRIYAH,LOT 116, KAMPUNG PELINDUNG, BESERAH,,26100,KUANTAN,PAHANG,95445951,95445951,,"MAAHAD TAHFIZ DARUL ULUM AL-BASRIYAH, LOT 116,  KAMPUNG PELINDUNG,  BESERAH, "
CFT7001,2741,Menengah,PPD TEMERLOH,MADRASAH TARBIAH ISLAMIAH,KAMPONG CHATIN, MENTAKAB, TEMERLOH,28400,TEMERLOH,PAHANG,92771745,92771745,,,"MADRASAH TARBIAH ISLAMIAH, KAMPONG CHATIN,  MENTAKAB,  TEMERLOH, 28400"
CFT8001,2742,Menengah,PPD ROMPIN,SMA AL-HASANAH,BANDAR TUN RAZAK,26900,TUN RAZAK,PAHANG,94458088,94458088,,,,,"SMA AL-HASANAH, BANDAR TUN RAZAK, 26900, TUN RAZAK, PAHANG"
CFT9001,2743,Menengah,PPD MARAN,SMA AL MAHMUDI,PONDOK AMAN KM 108 JALAN MARAN KAMPUNG AWAH,28030,MARAN,PAHANG,92987712,92987712,,,,,"SMA AL MAHMUDI, PONDOK AMAN KM 108 JALAN MARAN KAMPUNG AWAH, 28030, MARAN, PAHANG"
CHA0002,2744,Menengah,PPD BENTONG,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,KM 6, JALAN KUALA LUMPUR,28700,BENTONG,PAHANG,92225466,92233089,,,,"KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN, KM 6,  JALAN KUALA LUMPUR, 28700, BENTONG"
CHA3002,2745,Menengah,PPD LIPIS,KOLEJ VOKASIONAL  SULTAN HAJI AHMAD SHAH AL-MUSTAIN BILLAH,KM 13, JALAN LIPIS-RAUB,27200,KUALA LIPIS,PAHANG,93227955,93227389,,,,"KOLEJ VOKASIONAL  SULTAN HAJI AHMAD SHAH AL-MUSTAIN BILLAH, KM 13,  JALAN LIPIS-RAUB, 27200, KUALA LIPIS"
CHA4001,2746,Menengah,PPD KUANTAN,KOLEJ VOKASIONAL KUANTAN,JALAN TENGKU MUHAMMAD,25050,KUANTAN,PAHANG,95661705,95660940,,,,,"KOLEJ VOKASIONAL KUANTAN, JALAN TENGKU MUHAMMAD, 25050, KUANTAN, PAHANG"
CHA4002,2747,Menengah,PPD KUANTAN,SM PENDIDIKAN KHAS VOKASIONAL KUANTAN,LOT 1909-1408, MUKIM KUALA KUANTAN,25200,KUANTAN,PAHANG,95474049,95474051,,,,"SM PENDIDIKAN KHAS VOKASIONAL KUANTAN, LOT 1909-1408,  MUKIM KUALA KUANTAN, 25200, KUANTAN"
CHA7001,2748,Menengah,PPD TEMERLOH,KOLEJ VOKASIONAL PUTERI,KM 5 JALAN MENTAKAB,28000,TEMERLOH,PAHANG,92961246,92965325,,,,,"KOLEJ VOKASIONAL PUTERI, KM 5 JALAN MENTAKAB, 28000, TEMERLOH, PAHANG"
CHA7002,2749,Menengah,PPD TEMERLOH,KOLEJ VOKASIONAL TEMERLOH,SIMPANG SANGGANG,28020,TEMERLOH,PAHANG,92846344,92846345,,,,,"KOLEJ VOKASIONAL TEMERLOH, SIMPANG SANGGANG, 28020, TEMERLOH, PAHANG"
CHA8001,2750,Menengah,PPD ROMPIN,KOLEJ VOKASIONAL SULTAN AHMAD SHAH,JALAN ENDAU/ROMPIN,26800,KUALA ROMPIN,PAHANG,94146622,94141988,,,,,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ENDAU/ROMPIN, 26800, KUALA ROMPIN, PAHANG"
CHA9001,2751,Menengah,PPD MARAN,KOLEJ VOKASIONAL (PERTANIAN) CHENOR,BANDAR BARU CHENOR,28100,CHENOR,PAHANG,92995330,92996360,,,,,"KOLEJ VOKASIONAL (PERTANIAN) CHENOR, BANDAR BARU CHENOR, 28100, CHENOR, PAHANG"
CKA5002,2752,Menengah,PPD ROMPIN,KOLEJ VOKASIONAL MUADZAM SHAH,JALAN ISTANA, PINGGIR PELANGI,26700,MUADZAM SHAH,PAHANG,94522788,94523304,,,,"KOLEJ VOKASIONAL MUADZAM SHAH, JALAN ISTANA,  PINGGIR PELANGI, 26700, MUADZAM SHAH"
CKE4037,2753,Menengah,PPD KUANTAN,SM TEKNIK KUANTAN,JALAN TENGKU MUHAMAD,25050,KUANTAN,PAHANG,95601442,95662420,,,,,"SM TEKNIK KUANTAN, JALAN TENGKU MUHAMAD, 25050, KUANTAN, PAHANG"
CRA0001,2754,Menengah,PPD BENTONG,SEKOLAH MENENGAH AGAMA PERSEKUTUAN BENTONG,FELDA MEMPAGA,28600,KARAK,PAHANG,92221898,92221841,,,,,"SEKOLAH MENENGAH AGAMA PERSEKUTUAN BENTONG, FELDA MEMPAGA, 28600, KARAK, PAHANG"
CRA2001,2755,Menengah,PPD JERANTUT,SMKA TENGKU AMPUAN HAJJAH AFZAN PAHANG,KM 4, JALAN JERANTUT-TEMERLOH,27000,JERANTUT,PAHANG,92663330,92667472,,,,"SMKA TENGKU AMPUAN HAJJAH AFZAN PAHANG, KM 4,  JALAN JERANTUT-TEMERLOH, 27000, JERANTUT"
CRA4001,2756,Menengah,PPD KUANTAN,SEKOLAH BERASRAMA PENUH INTEGRASI KUANTAN,BANDAR INDERA MAHKOTA,25200,KUANTAN,PAHANG,95733994,95736993,,,,,"SEKOLAH BERASRAMA PENUH INTEGRASI KUANTAN, BANDAR INDERA MAHKOTA, 25200, KUANTAN, PAHANG"
CRA5001,2757,Menengah,PPD PEKAN,SEKOLAH BERASRAMA PENUH INTEGRASI TUN ABDUL RAZAK,PULAU SERAI,26600,PEKAN,PAHANG,94101010,94101030,,,,,"SEKOLAH BERASRAMA PENUH INTEGRASI TUN ABDUL RAZAK, PULAU SERAI, 26600, PEKAN, PAHANG"
CRA7001,2758,Menengah,PPD TEMERLOH,SBPI TEMERLOH,JALAN JERANTUT,28010,TEMERLOH,PAHANG,92847889,92847460,,,,,"SBPI TEMERLOH, JALAN JERANTUT, 28010, TEMERLOH, PAHANG"
CRA8001,2759,Menengah,PPD ROMPIN,SMK AGAMA PAHANG,JALAN SEKOLAH AGAMA,,26700,MUADZAM SHAH,PAHANG,94523901,94525370,,,,"SMK AGAMA PAHANG, JALAN SEKOLAH AGAMA, 26700, MUADZAM SHAH"
DBA0001,2760,Rendah,PPD BACHOK,SK ALOR BAKAT,POS MELOR,16400,KOTA BHARU,KELANTAN,97533536,TIADA,,,,,"SK ALOR BAKAT, POS MELOR, 16400, KOTA BHARU, KELANTAN"
DBA0002,2761,Rendah,PPD BACHOK,SK BACHOK,JALAN NIPAH,16300,BACHOK,KELANTAN,97788346,97783476,,,,,"SK BACHOK, JALAN NIPAH, 16300, BACHOK, KELANTAN"
DBA0003,2762,Rendah,PPD BACHOK,SK BADAK,CABANG TIGA MELAWI,16310,BACHOK,KELANTAN,97787100,97787102,,,,,"SK BADAK, CABANG TIGA MELAWI, 16310, BACHOK, KELANTAN"
DBA0004,2763,Rendah,PPD BACHOK,SK BAKONG,KG. BAKONG, JLN. KUBANG TELAGA,16390,BACHOK,KELANTAN,97531819,97531819,,,,"SK BAKONG, KG. BAKONG,  JLN. KUBANG TELAGA, 16390, BACHOK"
DBA0005,2764,Rendah,PPD BACHOK,SK BEKELAM,KG BEKELAM,16370,BACHOK,KELANTAN,97530067,97530068,,,,,"SK BEKELAM, KG BEKELAM, 16370, BACHOK, KELANTAN"
DBA0006,2765,Rendah,PPD BACHOK,SK SRI KEMUNTING,KG BEOH GUNONG,16390,BACHOK,KELANTAN,97538020,97538020,,,,,"SK SRI KEMUNTING, KG BEOH GUNONG, 16390, BACHOK, KELANTAN"
DBA0007,2766,Rendah,PPD BACHOK,SK BERIS KUBOR BESAR,BERIS KUBOR BESAR,16350,BACHOK,KELANTAN,97649606,97649969,,,,,"SK BERIS KUBOR BESAR, BERIS KUBOR BESAR, 16350, BACHOK, KELANTAN"
DBA0008,2767,Rendah,PPD BACHOK,SK BERIS PANCHOR,TAWANG,16320,BACHOK,KELANTAN,97767461,97766160,,,,,"SK BERIS PANCHOR, TAWANG, 16320, BACHOK, KELANTAN"
